0.9666237445274272, 1.1470377807011469e-16
0.9666237445274272, 1.0417964873410417e-16
0.9673464212840983, 1.2592951602852587e-16
0.9688821093920243, 1.1426527268111422e-16
0.969183224707304, 1.2610491818412613e-16
0.9703876859684224, 1.4276812296614273e-16
0.9708393589413419, 1.348750259641348e-16
0.9720438202024604, 1.4510681837414514e-16
0.9726460508330196, 1.3399801518613407e-16
0.9735493967788584, 1.0944171340210953e-16
0.9738505120941381, 1.2215836968312216e-16
0.9744527427246973, 1.3458268903813462e-16
0.9753560886705361, 1.2347388585012355e-16
0.9756572039858158, 1.3575203674213572e-16
0.9764099922740148, 1.4452214452214459e-16
0.9768616652469343, 1.5446160000615435e-16
0.9780661265080528, 1.3750605829813757e-16
0.9794211454268111, 1.5329225230215325e-16
0.981077279660849, 1.5592328463615603e-16
0.981077279660849, 1.4276812296614273e-16
0.9827334138948869, 1.5767730619215768e-16
0.9830044176786386, 1.7083246786217078e-16
0.9831850868678064, 1.883726834221883e-16
0.9840884328136452, 1.6907844630616913e-16
0.9848111095703163, 1.7995337995337998e-16
0.9854434517324036, 1.945117588681946e-16
0.9864973553358822, 1.801872494941802e-16
0.9870995859664414, 1.9012670497819016e-16
0.9880029319122803, 2.2345311454222357e-16
0.9883040472275599, 2.076669205382077e-16
0.9883040472275599, 1.9597344349819607e-16
0.9897092520321982, 1.9071137883019071e-16
0.9908334158759087, 1.7995337995337998e-16
0.9919174310109153, 1.6995545708417005e-16
0.9925196616414746, 1.9305007423819292e-16
0.9925196616414746, 1.825259449021824e-16
0.993724122902593, 1.7214798402917217e-16
0.9943263535331524, 1.836952926061837e-16
0.99613304542483, 1.9538876964619532e-16
0.99613304542483, 1.848646403101848e-16
0.9968858337130291, 1.7477901636317475e-16
0.9979397373165078, 1.9655811735019643e-16
0.9979397373165078, 1.8661866186618666e-16
0.9979397373165078, 1.7434051097417429e-16
0.9979397373165078, 1.6557040319416562e-16
0.9997464292081855, 1.9305007423819292e-16
0.9997464292081855, 1.8311061875418315e-16
